Id_Cliente,Id_Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega
8,9,715,2,1272.84,23,2023-10-29,2023-11-14,Entrega com Avaria
158,13,716,10,1465.15,29,2023-11-02,2023-11-12,Sem Ocorrência
146,7,717,4,3995.34,27,2023-11-16,2023-12-15,Sem Ocorrência
75,8,718,20,1534.42,1,2023-07-28,2023-08-11,Entrega com Avaria
94,5,719,26,2796.01,26,2023-08-29,2023-09-20,Sem Ocorrência
122,15,720,7,1526.87,8,2023-12-18,2023-12-20,Entrega com Avaria
160,14,721,15,2838.67,40,2023-02-06,2023-03-07,Entrega com Avaria
234,10,722,41,1066.93,15,2023-01-18,2023-01-25,Sem Ocorrência
164,5,723,8,1888.89,10,2023-03-28,2023-03-31,Sem Ocorrência
244,14,724,46,4344.81,33,2023-11-21,2023-12-15,Entrega com Avaria
440,10,725,4,4922.1,36,2023-12-20,2023-12-31,Sem Ocorrência
479,8,726,41,2983.24,15,2023-02-27,2023-03-14,Entrega com Avaria
421,4,727,47,2790.63,25,2023-11-22,2023-11-30,Entrega com Avaria
203,10,728,24,1259.63,30,2023-07-06,2023-07-09,Sem Ocorrência
461,15,729,4,4635.1,36,2023-04-25,2023-05-10,Entrega com Avaria
475,4,730,50,1531.15,25,2023-01-21,2023-02-12,Entrega com Avaria
343,3,731,9,1260.26,40,2023-10-23,2023-11-12,Entrega com Avaria
264,5,732,51,2346.6,5,2023-07-20,2023-08-13,Entrega com Avaria
13,4,733,49,2455.17,28,2023-02-21,2023-03-08,Entrega com Avaria
367,8,734,14,3576.04,8,2023-09-25,2023-10-12,Sem Ocorrência
463,16,735,48,2009.37,17,2023-10-10,2023-10-11,Entrega com Avaria
4,7,736,20,2375.5,9,2023-10-13,2023-10-27,Entrega com Avaria
414,10,737,32,1469.01,8,2023-05-06,2023-05-09,Sem Ocorrência
10,3,738,3,2978.11,9,2023-01-21,2023-01-26,Entrega com Avaria
25,12,739,51,1642.51,11,2023-08-04,2023-08-20,Sem Ocorrência
228,1,740,14,3893.72,38,2023-05-24,2023-06-01,Sem Ocorrência
279,6,741,40,1239.67,9,2023-02-07,2023-02-26,Sem Ocorrência
274,3,742,36,901.06,5,2023-02-16,2023-02-27,Sem Ocorrência
94,6,743,29,461.24,20,2023-08-20,2023-08-21,Sem Ocorrência
435,16,744,20,1900.07,29,2023-05-29,2023-06-09,Entrega com Avaria
190,7,745,31,194.2,11,2023-12-14,2023-12-31,Entrega com Avaria
139,1,746,9,1963.14,40,2023-10-10,2023-10-25,Entrega com Avaria
464,12,747,25,1075.39,27,2023-08-21,2023-09-05,Sem Ocorrência
164,6,748,43,276.12,24,2023-09-16,2023-10-15,Entrega com Avaria
302,11,749,11,2025.72,11,2023-01-16,2023-02-02,Sem Ocorrência
242,7,750,2,2603.52,15,2023-11-30,2023-12-30,Sem Ocorrência
244,6,751,30,361.09,10,2023-09-10,2023-09-17,Sem Ocorrência
71,10,752,43,5005.54,17,2023-09-06,2023-09-19,Entrega com Avaria
165,12,753,36,2882.66,20,2023-05-16,2023-06-14,Entrega com Avaria
430,6,754,40,3118.47,17,2023-07-28,2023-08-15,Entrega com Avaria
135,2,755,28,4579.6,4,2023-10-20,2023-11-16,Sem Ocorrência
393,1,756,33,2056.48,6,2023-06-21,2023-07-19,Sem Ocorrência
450,7,757,22,3637.15,25,2023-02-26,2023-02-27,Entrega com Avaria
153,13,758,16,2980.88,11,2023-01-18,2023-02-14,Entrega com Avaria
428,3,759,42,1091.17,39,2023-10-08,2023-10-28,Sem Ocorrência
235,1,760,32,3463.93,34,2023-01-22,2023-02-20,Sem Ocorrência
178,1,761,43,1925.58,19,2023-05-24,2023-06-10,Entrega com Avaria
307,7,762,7,1758.18,16,2023-09-29,2023-10-17,Entrega com Avaria
394,3,763,5,557.36,24,2023-08-29,2023-09-19,Entrega com Avaria
112,4,764,48,2649.26,34,2023-04-08,2023-04-23,Sem Ocorrência
500,15,765,15,3242.94,27,2023-05-05,2023-05-06,Entrega com Avaria
198,8,766,14,3154.66,39,2023-05-29,2023-06-06,Sem Ocorrência
292,13,767,8,4463.78,31,2023-10-24,2023-11-09,Sem Ocorrência
266,11,768,17,670.01,13,2023-10-27,2023-11-10,Entrega com Avaria
352,10,769,35,631.64,22,2023-05-10,2023-06-07,Sem Ocorrência
228,14,770,6,1817.44,38,2023-10-15,2023-11-13,Sem Ocorrência
146,11,771,51,819.65,14,2023-09-18,2023-09-23,Sem Ocorrência
474,9,772,46,816.34,18,2023-06-27,2023-07-16,Sem Ocorrência
413,4,773,13,2897.01,10,2023-09-24,2023-10-14,Entrega com Avaria
347,6,774,51,862.39,15,2023-06-07,2023-06-17,Entrega com Avaria
329,8,775,21,1781.08,6,2023-10-05,2023-10-31,Entrega com Avaria
418,1,776,5,2529.03,25,2023-06-30,2023-07-10,Sem Ocorrência
473,16,777,2,4685.69,31,2023-02-17,2023-02-25,Sem Ocorrência
80,7,778,28,2187.62,19,2023-10-24,2023-11-15,Sem Ocorrência
452,6,779,1,594.79,27,2023-10-31,2023-11-25,Entrega com Avaria
19,9,780,29,867.58,3,2023-04-03,2023-04-04,Sem Ocorrência
364,9,781,44,1149.96,15,2023-06-07,2023-06-15,Entrega com Avaria
342,3,782,9,4627.22,1,2023-05-23,2023-06-20,Entrega com Avaria
271,16,783,8,2782.35,10,2023-11-12,2023-11-26,Entrega com Avaria
90,12,784,20,2548.15,16,2023-01-02,2023-01-27,Sem Ocorrência
315,16,785,45,2464.83,27,2023-02-27,2023-03-24,Sem Ocorrência
140,11,786,2,4072.79,13,2023-05-29,2023-06-27,Sem Ocorrência
131,13,787,26,199.49,19,2023-12-22,2023-12-31,Sem Ocorrência
343,1,788,33,3501.6,8,2023-07-23,2023-07-24,Entrega com Avaria
430,1,789,43,3168.67,34,2023-01-05,2023-01-11,Entrega com Avaria
219,15,790,20,213.68,23,2023-10-10,2023-10-23,Sem Ocorrência
197,6,791,16,4182.44,16,2023-04-02,2023-04-26,Entrega com Avaria
5,15,792,21,4574.89,30,2023-08-25,2023-08-28,Entrega com Avaria
269,16,793,7,1463.84,14,2023-01-23,2023-02-13,Sem Ocorrência
75,16,794,15,4709.88,36,2023-02-13,2023-03-14,Entrega com Avaria
253,6,795,51,897.13,7,2023-02-15,2023-03-01,Entrega com Avaria
113,4,796,16,1875.08,3,2023-12-09,2023-12-31,Entrega com Avaria
126,1,797,28,871.0,32,2023-07-06,2023-07-10,Entrega com Avaria
326,8,798,8,2802.78,17,2023-06-30,2023-07-29,Sem Ocorrência
129,4,799,18,928.73,41,2023-12-27,2023-12-31,Sem Ocorrência
494,11,800,46,4907.78,25,2023-08-06,2023-09-02,Sem Ocorrência
52,12,801,47,1220.81,26,2023-05-02,2023-05-06,Entrega com Avaria
168,16,802,24,3404.36,40,2023-06-01,2023-06-26,Entrega com Avaria
232,6,803,39,3224.63,36,2023-09-12,2023-09-25,Entrega com Avaria
500,2,804,45,3821.28,19,2023-11-17,2023-11-25,Sem Ocorrência
313,9,805,27,3824.08,24,2023-12-14,2023-12-31,Entrega com Avaria
193,6,806,39,4001.86,12,2023-12-18,2023-12-31,Sem Ocorrência
75,14,807,21,473.57,15,2023-02-25,2023-03-19,Sem Ocorrência
406,6,808,48,482.26,24,2023-02-03,2023-02-27,Sem Ocorrência
299,13,809,7,1831.15,2,2023-02-13,2023-02-14,Entrega com Avaria
312,10,810,50,2085.85,32,2023-05-13,2023-05-23,Entrega com Avaria
155,15,811,8,3581.13,27,2023-03-02,2023-03-23,Sem Ocorrência
458,7,812,1,2538.59,16,2023-07-05,2023-07-24,Entrega com Avaria
167,6,813,36,1200.23,8,2023-10-08,2023-10-15,Entrega com Avaria
152,13,814,27,1549.62,36,2023-01-16,2023-01-22,Sem Ocorrência
47,3,815,24,305.81,35,2023-04-25,2023-05-10,Sem Ocorrência
124,12,816,27,3220.27,7,2023-09-01,2023-09-16,Sem Ocorrência
215,2,817,14,3908.2,14,2023-05-15,2023-05-24,Entrega com Avaria
304,5,818,3,68.59,31,2023-12-07,2023-12-09,Entrega com Avaria
162,1,819,36,858.15,26,2023-09-09,2023-10-01,Entrega com Avaria
153,7,820,30,3620.07,37,2023-03-02,2023-03-23,Entrega com Avaria
211,7,821,25,662.73,5,2023-03-07,2023-04-04,Entrega com Avaria
450,14,822,38,3297.71,15,2023-04-24,2023-05-17,Sem Ocorrência
423,9,823,3,3131.54,21,2023-06-26,2023-07-05,Sem Ocorrência
270,6,824,20,1528.63,18,2023-10-12,2023-11-04,Sem Ocorrência
246,5,825,7,3892.67,7,2023-03-09,2023-03-26,Entrega com Avaria
13,11,826,21,1546.25,38,2023-03-27,2023-04-11,Entrega com Avaria
298,5,827,23,1148.43,22,2023-11-06,2023-11-14,Entrega com Avaria
48,2,828,34,4499.78,27,2023-07-05,2023-07-08,Sem Ocorrência
313,7,829,43,4993.53,41,2023-10-25,2023-10-27,Sem Ocorrência
166,3,830,47,3487.28,10,2023-10-24,2023-11-04,Entrega com Avaria
73,4,831,36,1389.14,30,2023-07-13,2023-07-21,Entrega com Avaria
115,13,832,15,4227.16,34,2023-11-21,2023-12-06,Sem Ocorrência
300,7,833,25,2286.98,12,2023-11-22,2023-12-10,Entrega com Avaria
177,6,834,13,2475.85,30,2023-12-19,2023-12-31,Sem Ocorrência
393,4,835,17,3130.15,37,2023-12-04,2023-12-10,Sem Ocorrência
455,13,836,45,3303.16,14,2023-09-14,2023-10-13,Sem Ocorrência
337,4,837,22,816.07,19,2023-05-30,2023-06-23,Entrega com Avaria
238,4,838,40,2225.69,2,2023-11-24,2023-12-15,Entrega com Avaria
220,8,839,9,99.27,10,2023-09-25,2023-09-30,Sem Ocorrência
42,12,840,30,2735.61,11,2023-06-02,2023-06-14,Entrega com Avaria
81,8,841,37,754.52,25,2023-12-20,2023-12-31,Sem Ocorrência
382,8,842,23,1238.61,7,2023-03-22,2023-04-15,Entrega com Avaria
471,5,843,42,511.36,40,2023-05-20,2023-06-11,Sem Ocorrência
40,3,844,12,3086.96,25,2023-04-10,2023-04-26,Entrega com Avaria
175,2,845,21,3912.98,8,2023-09-19,2023-09-24,Entrega com Avaria
306,13,846,38,103.94,28,2023-04-27,2023-05-21,Sem Ocorrência
457,8,847,14,2429.42,30,2023-12-20,2023-12-31,Sem Ocorrência
140,10,848,33,2029.1,18,2023-06-27,2023-07-21,Sem Ocorrência
424,9,849,30,3353.7,25,2023-05-29,2023-06-20,Entrega com Avaria
217,9,850,48,531.32,35,2023-02-05,2023-02-15,Entrega com Avaria
156,5,851,35,914.67,5,2023-01-12,2023-01-28,Entrega com Avaria
414,11,852,15,4069.74,17,2023-05-13,2023-05-26,Entrega com Avaria
259,8,853,8,462.28,1,2023-08-14,2023-09-05,Entrega com Avaria
498,4,854,42,1647.96,17,2023-03-22,2023-04-18,Entrega com Avaria
32,14,855,3,3727.95,38,2023-04-25,2023-05-03,Sem Ocorrência
16,13,856,8,4549.42,9,2023-02-02,2023-02-06,Entrega com Avaria
254,9,857,28,4613.77,29,2023-04-05,2023-04-27,Sem Ocorrência
238,11,858,6,4212.4,2,2023-04-07,2023-04-28,Sem Ocorrência
186,16,859,1,2673.09,28,2023-03-25,2023-03-30,Entrega com Avaria
114,1,860,51,1103.16,2,2023-04-21,2023-04-24,Sem Ocorrência
229,11,861,10,1905.85,1,2023-01-09,2023-01-11,Entrega com Avaria
126,3,862,27,2875.73,36,2023-10-04,2023-10-05,Sem Ocorrência
14,15,863,27,2095.16,10,2023-12-10,2023-12-27,Entrega com Avaria
208,1,864,18,1649.03,37,2023-06-12,2023-06-16,Sem Ocorrência
495,5,865,44,3707.23,4,2023-12-12,2023-12-23,Sem Ocorrência
359,3,866,24,3768.94,20,2023-11-27,2023-12-27,Entrega com Avaria
358,2,867,24,30.4,32,2023-05-11,2023-05-22,Entrega com Avaria
405,10,868,44,2810.19,24,2023-05-19,2023-06-02,Entrega com Avaria
234,6,869,50,2148.74,27,2023-08-01,2023-08-03,Sem Ocorrência
235,4,870,1,4779.86,33,2023-02-15,2023-02-20,Sem Ocorrência
25,15,871,49,1477.72,10,2023-11-08,2023-12-08,Entrega com Avaria
274,8,872,50,465.03,10,2023-07-05,2023-07-17,Entrega com Avaria
485,9,873,32,5015.31,2,2023-11-25,2023-12-03,Entrega com Avaria
425,10,874,40,3518.08,30,2023-08-01,2023-08-11,Sem Ocorrência
324,2,875,36,4039.26,32,2023-02-13,2023-03-13,Entrega com Avaria
238,13,876,14,1948.82,21,2023-11-22,2023-11-25,Sem Ocorrência
470,10,877,42,2376.71,22,2023-05-17,2023-06-01,Sem Ocorrência
432,14,878,4,2786.84,25,2023-07-24,2023-07-28,Sem Ocorrência
225,15,879,48,1677.27,1,2023-05-14,2023-06-08,Sem Ocorrência
339,6,880,43,270.97,4,2023-09-08,2023-09-20,Entrega com Avaria
246,7,881,12,4292.59,7,2023-08-03,2023-08-21,Entrega com Avaria
9,7,882,25,2789.33,35,2023-04-27,2023-05-17,Entrega com Avaria
314,12,883,37,4313.83,33,2023-07-30,2023-08-12,Sem Ocorrência
80,13,884,32,3858.65,34,2023-10-09,2023-10-18,Entrega com Avaria
16,4,885,15,1085.58,21,2023-12-02,2023-12-26,Sem Ocorrência
361,1,886,3,4140.59,3,2023-11-10,2023-12-03,Sem Ocorrência
94,12,887,21,4939.4,35,2023-05-16,2023-05-30,Sem Ocorrência
499,11,888,2,3332.49,8,2023-09-30,2023-10-30,Entrega com Avaria
206,1,889,6,4072.48,33,2023-02-14,2023-02-28,Entrega com Avaria
52,10,890,42,3234.73,10,2023-03-26,2023-03-27,Entrega com Avaria
483,13,891,47,1414.98,23,2023-06-12,2023-06-24,Entrega com Avaria
401,10,892,45,1699.68,18,2023-10-09,2023-11-04,Sem Ocorrência
474,2,893,9,2928.72,16,2023-11-15,2023-11-19,Sem Ocorrência
290,6,894,42,3328.68,15,2023-08-10,2023-09-06,Entrega com Avaria
377,12,895,29,1304.31,32,2023-03-05,2023-04-02,Sem Ocorrência
271,13,896,4,4398.41,38,2023-08-06,2023-08-08,Entrega com Avaria
255,12,897,36,1852.28,25,2023-07-12,2023-07-24,Entrega com Avaria
499,11,898,45,2117.41,31,2023-07-05,2023-08-01,Sem Ocorrência
421,4,899,28,2129.67,24,2023-09-25,2023-10-24,Entrega com Avaria
255,3,900,51,515.84,7,2023-02-07,2023-03-07,Sem Ocorrência
476,5,901,29,2754.28,40,2023-10-29,2023-11-13,Sem Ocorrência
97,2,902,37,362.42,20,2023-06-06,2023-06-25,Entrega com Avaria
437,6,903,20,3470.0,23,2023-11-21,2023-12-04,Sem Ocorrência
99,10,904,49,3010.65,30,2023-03-02,2023-03-11,Sem Ocorrência
146,16,905,47,2026.31,2,2023-12-06,2023-12-16,Entrega com Avaria
42,12,906,41,2334.95,9,2023-11-18,2023-12-04,Sem Ocorrência
411,2,907,17,314.84,30,2023-12-18,2023-12-31,Entrega com Avaria
103,3,908,39,3159.05,24,2023-01-01,2023-01-02,Entrega com Avaria
234,1,909,46,2722.86,18,2023-12-20,2023-12-31,Sem Ocorrência
307,12,910,5,3053.03,19,2023-01-16,2023-01-26,Entrega com Avaria
348,13,911,45,1241.91,11,2023-08-05,2023-08-13,Sem Ocorrência
481,12,912,42,4423.27,9,2023-06-12,2023-06-13,Entrega com Avaria
133,7,913,30,1833.26,36,2023-06-01,2023-06-07,Entrega com Avaria
445,15,914,1,3309.33,33,2023-03-02,2023-03-19,Entrega com Avaria
230,11,915,30,3354.45,9,2023-06-15,2023-07-14,Entrega com Avaria
422,9,916,14,3158.13,13,2023-02-06,2023-02-22,Entrega com Avaria
99,6,917,30,2602.99,2,2023-05-14,2023-06-01,Entrega com Avaria
6,7,918,28,895.15,14,2023-10-19,2023-11-14,Sem Ocorrência
354,10,919,14,1129.25,23,2023-05-06,2023-05-22,Entrega com Avaria
465,8,920,5,1567.09,40,2023-10-21,2023-10-27,Entrega com Avaria
369,4,921,29,4933.85,35,2023-09-12,2023-09-13,Sem Ocorrência
166,12,922,3,4858.5,31,2023-07-17,2023-08-04,Entrega com Avaria
310,8,923,41,3320.32,11,2023-09-10,2023-09-22,Entrega com Avaria
371,10,924,34,4618.59,15,2023-05-09,2023-05-18,Sem Ocorrência
39,5,925,27,1364.08,9,2023-11-04,2023-12-03,Entrega com Avaria
435,8,926,23,2487.77,34,2023-10-30,2023-11-10,Entrega com Avaria
325,3,927,30,4237.66,13,2023-08-18,2023-09-04,Sem Ocorrência
188,8,928,7,536.92,33,2023-04-20,2023-05-08,Sem Ocorrência
190,1,929,35,300.47,36,2023-04-06,2023-04-12,Entrega com Avaria
108,9,930,34,4165.45,4,2023-10-19,2023-11-07,Sem Ocorrência
460,7,931,27,2645.34,35,2023-07-10,2023-07-11,Entrega com Avaria
471,10,932,51,1994.9,40,2023-04-18,2023-04-29,Sem Ocorrência
161,16,933,44,259.46,29,2023-08-20,2023-09-18,Sem Ocorrência
21,1,934,2,2556.81,23,2023-12-07,2023-12-08,Entrega com Avaria
494,3,935,23,242.76,32,2023-06-04,2023-06-08,Entrega com Avaria
211,5,936,3,4402.83,13,2023-08-13,2023-08-16,Entrega com Avaria
211,2,937,48,4124.55,39,2023-01-29,2023-02-01,Sem Ocorrência
7,2,938,6,3155.49,30,2023-02-15,2023-03-05,Entrega com Avaria
256,7,939,2,3391.37,5,2023-08-04,2023-08-05,Entrega com Avaria
478,5,940,35,3545.37,19,2023-02-22,2023-03-17,Sem Ocorrência
127,2,941,42,3402.88,9,2023-09-09,2023-09-15,Sem Ocorrência
181,1,942,30,2952.9,17,2023-12-02,2023-12-13,Entrega com Avaria
270,15,943,37,4595.71,14,2023-10-22,2023-11-01,Sem Ocorrência
85,8,944,36,1645.44,3,2023-10-25,2023-11-06,Sem Ocorrência
227,7,945,34,915.06,15,2023-06-04,2023-07-02,Sem Ocorrência
90,14,946,37,3999.0,5,2023-03-27,2023-04-24,Entrega com Avaria
476,6,947,40,2527.96,19,2023-08-26,2023-09-15,Sem Ocorrência
465,2,948,4,1681.3,37,2023-08-25,2023-09-04,Entrega com Avaria
221,4,949,2,1090.56,18,2023-07-10,2023-07-16,Sem Ocorrência
173,5,950,34,721.56,4,2023-09-15,2023-09-24,Entrega com Avaria
400,5,951,30,3346.61,36,2023-04-07,2023-04-22,Entrega com Avaria
252,14,952,21,2048.46,32,2023-05-26,2023-06-08,Entrega com Avaria
211,10,953,20,1946.88,1,2023-01-02,2023-01-10,Entrega com Avaria
459,9,954,44,1299.21,25,2023-10-08,2023-11-07,Entrega com Avaria
251,3,955,9,1416.19,26,2023-08-29,2023-09-21,Entrega com Avaria
217,15,956,12,4928.96,25,2023-10-12,2023-11-02,Sem Ocorrência
392,5,957,41,4209.64,5,2023-04-12,2023-04-18,Entrega com Avaria
447,12,958,1,1956.14,30,2023-08-12,2023-09-11,Entrega com Avaria
155,4,959,4,2332.73,30,2023-04-25,2023-05-12,Entrega com Avaria
306,15,960,17,872.5,14,2023-02-04,2023-02-11,Entrega com Avaria
149,1,961,47,423.62,1,2023-10-30,2023-11-23,Sem Ocorrência
452,1,962,50,1937.21,27,2023-10-28,2023-11-07,Sem Ocorrência
386,12,963,23,4286.59,33,2023-03-13,2023-03-26,Sem Ocorrência
64,1,964,18,3208.2,40,2023-03-23,2023-04-07,Sem Ocorrência
410,15,965,7,1649.03,19,2023-12-12,2023-12-22,Sem Ocorrência
390,3,966,47,2347.9,12,2023-11-21,2023-11-29,Sem Ocorrência
111,2,967,33,2794.18,15,2023-09-02,2023-09-30,Entrega com Avaria
4,2,968,36,246.93,40,2023-08-09,2023-08-12,Entrega com Avaria
101,11,969,51,3052.51,19,2023-10-25,2023-11-06,Entrega com Avaria
488,4,970,46,4232.69,22,2023-12-07,2023-12-29,Entrega com Avaria
128,7,971,42,93.21,22,2023-03-30,2023-04-13,Entrega com Avaria
112,2,972,47,1862.26,4,2023-06-08,2023-06-24,Entrega com Avaria
155,2,973,8,1020.39,32,2023-02-07,2023-03-02,Entrega com Avaria
46,14,974,22,3354.96,39,2023-05-22,2023-06-19,Sem Ocorrência
500,16,975,27,1269.77,27,2023-11-02,2023-11-23,Sem Ocorrência
359,4,976,34,333.11,1,2023-06-23,2023-07-17,Entrega com Avaria
124,3,977,13,107.01,37,2023-06-09,2023-07-02,Entrega com Avaria
344,8,978,29,1305.56,15,2023-09-22,2023-10-01,Sem Ocorrência
301,7,979,31,4372.22,11,2023-11-10,2023-12-05,Entrega com Avaria
490,11,980,36,1703.94,22,2023-11-28,2023-12-23,Entrega com Avaria
393,13,981,11,3058.56,21,2023-11-17,2023-12-02,Sem Ocorrência
7,7,982,32,2306.53,33,2023-07-14,2023-07-20,Entrega com Avaria
37,5,983,14,533.25,36,2023-09-11,2023-09-28,Entrega com Avaria
385,4,984,12,4621.68,29,2023-02-25,2023-03-06,Entrega com Avaria
186,7,985,39,2080.21,16,2023-04-22,2023-04-27,Sem Ocorrência
102,4,986,50,2390.85,16,2023-07-29,2023-08-12,Entrega com Avaria
349,15,987,5,961.77,36,2023-05-28,2023-05-29,Sem Ocorrência
135,4,988,38,442.46,40,2023-01-31,2023-02-01,Entrega com Avaria
439,1,989,24,3702.42,13,2023-08-14,2023-09-03,Entrega com Avaria
346,2,990,1,4020.41,16,2023-01-14,2023-01-28,Sem Ocorrência
353,8,991,26,4835.13,22,2023-06-03,2023-06-06,Entrega com Avaria
397,6,992,15,3102.61,26,2023-04-05,2023-04-20,Entrega com Avaria
370,6,993,2,3658.75,36,2023-08-30,2023-09-06,Sem Ocorrência
443,10,994,44,278.8,8,2023-02-08,2023-02-22,Sem Ocorrência
454,7,995,46,3248.39,19,2023-11-10,2023-12-06,Sem Ocorrência
343,10,996,35,1730.29,25,2023-07-11,2023-07-26,Entrega com Avaria
451,5,997,26,1006.63,35,2023-10-19,2023-10-23,Entrega com Avaria
403,12,998,20,2304.25,10,2023-06-30,2023-07-22,Sem Ocorrência
411,4,999,42,3350.4,14,2023-02-28,2023-03-15,Entrega com Avaria
235,1,1000,20,1846.84,33,2023-01-11,2023-01-18,Sem Ocorrência
154,8,1001,18,58.88,20,2023-03-22,2023-04-15,Sem Ocorrência
315,9,1002,4,2691.47,27,2023-04-08,2023-04-27,Sem Ocorrência
179,11,1003,17,3594.35,4,2023-03-22,2023-03-24,Sem Ocorrência
204,15,1004,2,569.8,40,2023-12-15,2023-12-23,Sem Ocorrência
240,15,1005,36,4115.22,24,2023-01-15,2023-01-19,Sem Ocorrência
232,2,1006,39,3760.86,29,2023-11-04,2023-12-04,Sem Ocorrência
20,15,1007,20,2896.3,31,2023-05-16,2023-06-14,Sem Ocorrência
283,15,1008,6,258.07,14,2023-04-28,2023-05-01,Entrega com Avaria
103,10,1009,4,1908.43,24,2023-07-11,2023-07-12,Entrega com Avaria
102,4,1010,11,2649.88,8,2023-10-14,2023-10-25,Entrega com Avaria
496,11,1011,12,609.06,30,2023-01-11,2023-02-05,Sem Ocorrência
461,9,1012,34,1059.14,33,2023-01-09,2023-01-13,Sem Ocorrência
112,10,1013,39,2114.83,41,2023-11-18,2023-12-03,Sem Ocorrência
173,4,1014,16,3366.89,37,2023-02-07,2023-02-13,Entrega com Avaria
47,2,1015,12,1581.37,30,2023-11-07,2023-11-14,Sem Ocorrência
33,1,1016,9,4908.06,3,2023-12-14,2023-12-31,Entrega com Avaria
334,11,1017,42,991.08,15,2023-08-20,2023-09-09,Entrega com Avaria
150,15,1018,28,200.33,37,2023-11-05,2023-11-11,Sem Ocorrência
284,5,1019,29,3753.92,19,2023-09-14,2023-10-02,Sem Ocorrência
400,7,1020,22,38.0,33,2023-08-15,2023-08-31,Entrega com Avaria
290,3,1021,21,4510.04,21,2023-02-18,2023-03-16,Sem Ocorrência
100,13,1022,18,3593.83,1,2023-03-02,2023-03-11,Entrega com Avaria
438,8,1023,46,2607.41,15,2023-09-24,2023-10-17,Sem Ocorrência
420,6,1024,43,3503.67,30,2023-09-08,2023-10-07,Sem Ocorrência
406,1,1025,47,1176.47,41,2023-06-10,2023-06-19,Sem Ocorrência
111,12,1026,32,2846.57,38,2023-03-27,2023-03-30,Entrega com Avaria
278,3,1027,26,397.98,40,2023-05-29,2023-06-16,Entrega com Avaria
151,2,1028,11,61.75,17,2023-11-28,2023-11-30,Entrega com Avaria
3,4,1029,24,3748.96,19,2023-10-19,2023-10-25,Sem Ocorrência
62,5,1030,35,1980.45,30,2023-04-16,2023-04-24,Sem Ocorrência
440,10,1031,9,3979.76,12,2023-06-07,2023-06-08,Entrega com Avaria
143,4,1032,7,4688.71,27,2023-04-26,2023-05-19,Sem Ocorrência
345,1,1033,32,2113.84,36,2023-07-15,2023-07-26,Entrega com Avaria
304,6,1034,2,2768.53,10,2023-03-03,2023-03-24,Entrega com Avaria
141,15,1035,39,1583.3,28,2023-10-31,2023-11-30,Sem Ocorrência
106,3,1036,3,791.43,39,2023-10-13,2023-10-31,Sem Ocorrência
48,13,1037,29,970.49,12,2023-05-02,2023-05-09,Entrega com Avaria
199,6,1038,45,409.28,15,2023-10-25,2023-11-02,Sem Ocorrência
483,8,1039,10,3445.89,3,2023-06-17,2023-07-07,Entrega com Avaria
129,7,1040,46,2881.73,26,2023-07-23,2023-08-15,Sem Ocorrência
275,9,1041,5,3211.71,9,2023-08-10,2023-08-26,Entrega com Avaria
456,2,1042,3,3731.07,35,2023-01-24,2023-02-10,Sem Ocorrência
78,7,1043,42,2762.72,22,2023-10-07,2023-10-16,Entrega com Avaria
84,11,1044,15,3171.08,18,2023-08-20,2023-09-18,Entrega com Avaria
55,16,1045,17,872.47,30,2023-03-30,2023-04-13,Sem Ocorrência
490,12,1046,27,3844.04,11,2023-04-27,2023-04-30,Entrega com Avaria
308,14,1047,16,3271.86,17,2023-02-24,2023-03-20,Entrega com Avaria
44,12,1048,38,2879.05,8,2023-03-07,2023-03-24,Sem Ocorrência
36,6,1049,24,3416.21,36,2023-03-20,2023-04-01,Entrega com Avaria
278,15,1050,50,4684.49,26,2023-12-05,2023-12-21,Entrega com Avaria
71,15,1051,17,1895.47,19,2023-05-23,2023-05-27,Sem Ocorrência
159,7,1052,5,64.18,3,2023-12-02,2023-12-11,Sem Ocorrência
366,8,1053,1,136.42,6,2023-02-04,2023-02-14,Entrega com Avaria
335,6,1054,39,1818.32,3,2023-12-19,2023-12-28,Sem Ocorrência
337,7,1055,22,4453.17,24,2023-07-10,2023-07-27,Sem Ocorrência
267,4,1056,44,2742.32,22,2023-01-25,2023-01-29,Sem Ocorrência
491,7,1057,40,1466.31,22,2023-03-17,2023-04-06,Entrega com Avaria
262,4,1058,24,2619.89,18,2023-06-30,2023-07-03,Entrega com Avaria
245,10,1059,30,1298.65,36,2023-06-05,2023-06-29,Entrega com Avaria
18,12,1060,47,4526.09,22,2023-09-24,2023-10-19,Sem Ocorrência
374,11,1061,45,2492.65,9,2023-05-09,2023-05-31,Entrega com Avaria
446,11,1062,26,2348.97,41,2023-06-02,2023-06-25,Entrega com Avaria
24,4,1063,25,1179.84,28,2023-12-11,2023-12-31,Sem Ocorrência
14,6,1064,19,2243.89,31,2023-08-10,2023-08-20,Sem Ocorrência
314,16,1065,45,4860.99,38,2023-09-07,2023-09-18,Sem Ocorrência
163,4,1066,14,4062.66,2,2023-10-19,2023-11-10,Entrega com Avaria
41,2,1067,35,5023.4,37,2023-04-25,2023-05-15,Sem Ocorrência
379,2,1068,11,3300.49,27,2023-04-15,2023-04-17,Entrega com Avaria
439,2,1069,28,154.61,9,2023-03-01,2023-03-18,Entrega com Avaria
102,11,1070,17,4546.64,23,2023-06-17,2023-06-18,Sem Ocorrência
